series,custom name,total count
BMW/X3 M,Miles traveled,25.25334570929666
Mazda/CX-30,Miles traveled,24.89772453535603
MINI/Cooper,Miles traveled,24.549586767106753
MG/ZS EV,Miles traveled,24.015960727345167
Volkswagen/ID.3,Miles traveled,23.50561977376716
Volvo/XC40 Recharge,Miles traveled,19.298525908369218
Acura/Integra,Miles traveled,18.52851404827707
Ford/Bronco,Miles traveled,18.058777426724177
Genesis/Electrified GV70,Miles traveled,16.168717277787344
BMW/5,Miles traveled,16.12157699366407
Audi/Q5,Miles traveled,14.862084480482448
Honda/CITY HATCHBACK e:HEV,Miles traveled,14.450456298986474
MG/MG4,Miles traveled,13.574037879781933
BYD/Atto 3,Miles traveled,13.112927714733361
Ford/Explorer,Miles traveled,12.942730267774303
Toyota/GR Corolla,Miles traveled,12.619382885284734
Honda/HR-V,Miles traveled,12.593586060644546
Lexus/GX 460,Miles traveled,12.429747389510718
Porsche/Cayenne,Miles traveled,11.438719213955139
Chevrolet/Traverse,Miles traveled,11.340006673771729
Hyundai/Kona,Miles traveled,11.029429885556413
Mercedes-Benz/C-Class,Miles traveled,10.367512585754142
Volkswagen/ID. Buzz,Miles traveled,10.222096181478504
Mazda/Mazdaspeed 3,Miles traveled,9.780795683697365
Tesla/Model Y,Miles traveled,9.768510102290453
BMW/iX,Miles traveled,9.61116695878819
Toyota/Camry Hybrid,Miles traveled,9.433215326660104
Volkswagen/Arteon,Miles traveled,9.16576253898112
Audi/Q3,Miles traveled,8.060629121285153
Chevrolet/Bolt EV,Miles traveled,7.515811302848752
Kia/Carnival / Sedona,Miles traveled,7.147661068890082
Volkswagen/Passat B8,Miles traveled,6.790033690972859
Volkswagen/Caddy,Miles traveled,6.689019486474067
BMW/iX2,Miles traveled,6.30894624569313
Volvo/C30,Miles traveled,5.581847696280133
Kia/Sportage 3,Miles traveled,5.436358409848907
Kia/Sportage,Miles traveled,5.378551133592275
Chevrolet/Equinox,Miles traveled,4.530017258530716
Toyota/Tacoma,Miles traveled,4.248908636965524
Kia/Telluride,Miles traveled,4.056065832460039
Cadillac/Escalade,Miles traveled,3.8328726486778804
Lexus/ES 300h,Miles traveled,3.4046871395971614
Polestar/2,Miles traveled,3.3939807801142137
AUDIdi/Q3,Miles traveled,3.2414693919964925
Nissan/Maxima,Miles traveled,2.654266104236964
GMC/Canyon,Miles traveled,2.558283070843316
BMW/M440i,Miles traveled,2.0786668984084375
Mercedes-Benz/GLb,Miles traveled,1.7562398864222781
Changan/Uni-K,Miles traveled,1.447806431520038
Nissan/Qashqai,Miles traveled,1.2543506896797312
Hyundai/Venue,Miles traveled,0.9726889023182842
Unknown/Unknown,Miles traveled,0.9314712687387877
Subaru/Forester,Miles traveled,0.5811320475095719
Audi/allroad,Miles traveled,0.4872976177843183
Volkswagen/Passat,Miles traveled,0.3891621870717517
Ford/Mustang,Miles traveled,0.36587392702198607
Mazda/CX-9,Miles traveled,0.3137600859059473
Hyundai/Ioniq Electric,Miles traveled,0.26346306623697996
Toyota/Yaris,Miles traveled,0.24047422844234126
Kia/Forte,Miles traveled,0.16679399321953167
Ford/Crown Victoria,Miles traveled,0.13011115417462296
Toyota/Corolla Hatchback,Miles traveled,0.12826186807495712
MG/ZS,Miles traveled,0.12341743832674767
Porsche/Macan,Miles traveled,0.12062107198125534
BMW/2 Series,Miles traveled,0.11028185888860126
Audi/A6,Miles traveled,0.10490458045788417
GMC/Sierra 1500,Miles traveled,0.10244844725183586
Chevrolet/Cruze,Miles traveled,0.062469716031841094
