series,custom name,total count
Toyota/Tundra,Miles traveled,344.9705902816359
Unknown/Unknown,Miles traveled,339.310410756654
Lincoln/Navigator,Miles traveled,338.6768511183519
Volkswagen/T-Cross,Miles traveled,333.9014002191681
Seat/Leon SC,Miles traveled,330.5655010663013
Ford/Explorer,Miles traveled,330.52961024687346
Volkswagen/CC,Miles traveled,322.8833908217122
Vauxhall/Opel/Astra,Miles traveled,320.81876282718747
Mitsubishi/Outlander,Miles traveled,319.14774206544183
Audi/A3,Miles traveled,311.92211095705494
Toyota/Prius,Miles traveled,304.0190475491911
Chevrolet/Bolt EUV,Miles traveled,301.14882567093747
OPEL/Astra K,Miles traveled,299.76251629613785
Vauxhall/Opel/Corsa,Miles traveled,294.73830415163343
Ford/Ranger,Miles traveled,286.4533805981873
Mercedes-Benz/EQB,Miles traveled,278.35247039879386
Hyundai/Santa Cruz,Miles traveled,278.23344455942436
Chevrolet/Trax,Miles traveled,278.0132535593273
Volkswagen/Tiguan,Miles traveled,272.15739577015086
Chrysler/300,Miles traveled,268.6625769693744
BMW/4 Series,Miles traveled,263.7549334595708
GMC/Sierra 2500HD,Miles traveled,247.87687315188325
BMW/X3,Miles traveled,245.71055286215804
GMC/Sierra 1500 Limited,Miles traveled,237.79314224069543
Chevrolet/Bolt EV,Miles traveled,228.46395689360827
Toyota/Yaris,Miles traveled,218.37663771365533
Honda/CITY HATCHBACK e:HEV,Miles traveled,217.38226930485655
Lexus/ES 350,Miles traveled,208.45319520130735
Kia/Niro,Miles traveled,206.7879421081209
Škoda/Octavia,Miles traveled,205.193885654957
BMW/530i E39,Miles traveled,204.68395667400102
BMW/Z4,Miles traveled,203.54344148686658
Ram/2500,Miles traveled,202.67640809649015
BMW/5,Miles traveled,190.24834643011638
Toyota/Sequoia,Miles traveled,189.02111028424224
Tesla/Model 3,Miles traveled,180.46288254796102
MINI/Cooper SE,Miles traveled,176.97419873886096
Toyota/Yaris Cross,Miles traveled,176.12916513797202
Nissan/Frontier,Miles traveled,174.62304647352664
Chevrolet/Colorado,Miles traveled,172.3469343720402
FIAT/Fastback ,Miles traveled,163.12535125686082
GMC/Canyon,Miles traveled,161.9990338114802
Audi/Q5,Miles traveled,161.02001053959907
BMW/iX3,Miles traveled,160.87195720506955
Tesla/Model Y,Miles traveled,156.2597870023193
Mercedes-Benz/GLB 250,Miles traveled,150.44261867028075
Mercedes-Benz/E 350,Miles traveled,150.2971907916222
Volkswagen/R32,Miles traveled,150.15730487032818
VW/ID4,Miles traveled,146.76392432407337
Kia/Optima,Miles traveled,143.95362384773432
Subaru/BRZ,Miles traveled,143.8992916202263
Toyota/Sienna,Miles traveled,142.3630303636661
BMW/1 Series M,Miles traveled,141.4314249578428
Ford/F-250,Miles traveled,140.17987810937987
GMC/Terrain,Miles traveled,136.54358351370317
BMW/i4,Miles traveled,136.10955072534608
Kia/Soul,Miles traveled,135.09619340657486
Honda/Civic Hatchback,Miles traveled,132.55677950413119
Seat/Leon 5F,Miles traveled,131.89516211663704
Volvo/XC90,Miles traveled,131.22393979558223
Nissan/Altima,Miles traveled,127.9820315890781
Renault/Scenic E-Tech,Miles traveled,119.75752449711145
Suzuki/Jimny,Miles traveled,118.63070777492538
Toyota/GR Yaris,Miles traveled,117.19130451364889
Volkswagen/Gol,Miles traveled,116.18196760023925
Hyundai/Santa Fe Hybrid,Miles traveled,111.76666831105695
Ford/E-Series Van,Miles traveled,110.79128803864407
Lexus/IS 500,Miles traveled,109.22826933304071
Honda/Fit,Miles traveled,104.09733749348936
Kia/Seltos,Miles traveled,102.56194928156162
MINI/Cooper,Miles traveled,95.1262879061461
Kia/Sedona,Miles traveled,94.29499524878965
Vauxhall/Opel/Crossland,Miles traveled,93.00985009572562
Cadillac/Escalade,Miles traveled,90.92222287382037
Peugeot/308 Hybrid,Miles traveled,89.71349180640014
Kia/Cerato,Miles traveled,87.5147440591397
Porsche/Panamera,Miles traveled,87.41520275572157
Hyundai/Veloster,Miles traveled,86.80561892169582
Ford/F-350,Miles traveled,86.80170520504811
GMC/Yukon,Miles traveled,86.20140901701737
Volkswagen/Passat,Miles traveled,85.54455775274616
Audi/RS e-tron,Miles traveled,85.09123129558989
Kia/Stinger,Miles traveled,83.04404119544081
Mercedes-Benz/C-Class,Miles traveled,82.65734277300938
Toyota/Corolla Cross,Miles traveled,81.13049381995688
Renault/Zoe,Miles traveled,77.08147677887614
Nissan/350Z,Miles traveled,75.76832860937147
BMW/328i,Miles traveled,73.75583043014224
Chevrolet/Traverse,Miles traveled,73.25660343208737
BMW/2 Series,Miles traveled,68.1650377945157
Mercedes-Benz/Ml63 ,Miles traveled,67.70602905619158
Ford/Fiesta,Miles traveled,67.2163627021227
Kia/Ceed,Miles traveled,66.78025957640935
Toyota/FJ Cruiser,Miles traveled,66.07585838916445
BMW/335i,Miles traveled,63.8617814038421
Nissan/X-Trail,Miles traveled,61.35095452668775
Mazda/CX-9,Miles traveled,61.17428997606702
Alfa Romeo/Giulia (952),Miles traveled,60.240296090765796
Volvo/XC40 Recharge,Miles traveled,57.95470364087528
Mazda/2,Miles traveled,57.446719204434324
Subaru/Legacy,Miles traveled,56.11823442260561
Honda/HR-V,Miles traveled,56.01415489938454
Perodua/Myvi,Miles traveled,52.76744894968306
Peugeot/2008,Miles traveled,52.02908502901041
Kia/EV5,Miles traveled,51.00284159436095
Land Rover/Range Rover Evoque,Miles traveled,50.6886146485383
BMW/2 Series Gran Coupe,Miles traveled,48.209371143332596
Peugeot/206,Miles traveled,47.486321297008274
Mazda/Mazda3,Miles traveled,46.836706380208966
Toyota/Prius Prime,Miles traveled,45.09198072480646
Toyota/Crown,Miles traveled,44.43565297719549
Genesis/G80,Miles traveled,42.533612784537084
MG/Hector,Miles traveled,39.9565705804669
Renault/Duster,Miles traveled,38.972694511988244
Toyota/Venza,Miles traveled,38.13425730662358
FIAT/Panda,Miles traveled,37.96274705659344
Audi/SQ2,Miles traveled,37.35672652290563
Ford/Fusion Energi,Miles traveled,37.27020496437851
Audi/SQ5,Miles traveled,36.328256554230386
Acura/CL,Miles traveled,35.20645354521769
Porsche/Macan,Miles traveled,34.9314011058643
Audi/A5,Miles traveled,34.39046610003059
GMC/Sierra,Miles traveled,34.30757221647074
BMW/E39,Miles traveled,34.25298777651678
Peugeot/3008,Miles traveled,31.438882044032084
Audi/S6,Miles traveled,31.36875929897589
Ford/Puma,Miles traveled,31.265252082890314
Honda/Odyssey,Miles traveled,30.931225235354216
BMW/118i,Miles traveled,30.73176432550362
Ford/Focus ST,Miles traveled,30.433199544087877
Hyundai/Kona,Miles traveled,30.277666446855473
Honda/Clarity,Miles traveled,30.16892130205835
Mercedes-Benz/A 200,Miles traveled,30.01615003172835
Škoda/Enyaq,Miles traveled,28.851863641676953
Kia/Sportage,Miles traveled,28.64210374459004
Subaru/XV Crosstrek,Miles traveled,28.393006065478552
Chevrolet/Suburban,Miles traveled,28.363039420000593
Cadillac/LYRIQ,Miles traveled,27.260533607752006
Dodge/Hornet,Miles traveled,27.139256232414432
Audi/A6,Miles traveled,26.05135065106724
Mitsubishi/Outlander Sport,Miles traveled,25.71116915619065
BMW/X3 M,Miles traveled,25.25334570929666
Audi/RS 5,Miles traveled,24.693577168387826
Scion/tC,Miles traveled,24.14031992923707
MG/ZS EV,Miles traveled,24.015960727345167
Volvo/XC60,Miles traveled,23.852258239205483
FIAT/500X,Miles traveled,23.6352988641215
Cadillac/CTS,Miles traveled,23.54587665120732
Volkswagen/ID.3,Miles traveled,23.50561977376716
Kia/Sportage 3,Miles traveled,23.448841337853207
Chevrolet/Camaro,Miles traveled,22.170324780023623
Audi/TT,Miles traveled,22.11415025003263
BMW/3 Series eDrive,Miles traveled,22.034426736787836
Mazda/MX-5 Miata,Miles traveled,21.240707517219995
smart/fortwo,Miles traveled,20.976652045614166
Buick/Encore GX,Miles traveled,19.704574753297557
Hyundai/Ioniq Electric,Miles traveled,19.37443970174757
Acura/Integra,Miles traveled,18.84402813113017
Volkswagen/Caddy,Miles traveled,18.505823954630838
Volvo/V50,Miles traveled,18.02218081058687
Volvo/,Miles traveled,17.79546785078064
Toyota/Matrix,Miles traveled,17.20996131218265
Volkswagen/Taos,Miles traveled,16.76042961774473
Mercedes-Benz/S-Class,Miles traveled,16.739470302688957
Ford/Everest,Miles traveled,16.658687230367516
Genesis/Electrified GV70,Miles traveled,16.168717277787344
Kia/Sportage 4,Miles traveled,15.340465987887773
Mazda/CX-50,Miles traveled,15.075348407083256
Mazda/Mazdaspeed 3,Miles traveled,14.983498066295809
Buick/Envista,Miles traveled,14.739031362456165
Kia/K4,Miles traveled,14.169313811309932
