series,custom name,total count
Harley-Davidson/Road Glide,# of stigs,2
Perodua/Axia,# of stigs,2
Defender/Land rover,# of stigs,2
Changan/Eado,# of stigs,2
BMW/X5 M,# of stigs,2
Peugeot/e-3008,# of stigs,2
Jaguar/F-Type,# of stigs,2
MG/4,# of stigs,2
Dacia/Sandero Stepway,# of stigs,2
Ford/Taurus X,# of stigs,2
Suzuki/Swift Sport,# of stigs,2
Toyota/Scion xB,# of stigs,2
Mitsubishi/L200,# of stigs,2
KTM/390 Duke,# of stigs,2
Maruti Suzuki/Brezza,# of stigs,1
VW/Atlas,# of stigs,1
FIAT/Grande Panda,# of stigs,1
BMW/M5 CS,# of stigs,1
Acura/Legend,# of stigs,1
Ford/E-150,# of stigs,1
Renault/5 E-Tech,# of stigs,1
Alfa Romeo/Giuletta,# of stigs,1
Nissan/Almera,# of stigs,1
Cadillac/SRX,# of stigs,1
Opel/Astra L,# of stigs,1
Mercedes-Benz/GLE 350 DE,# of stigs,1
Ford/Mustang roush,# of stigs,1
Mercedes/E350,# of stigs,1
Toyota/Levin,# of stigs,1
INFINITI/QX70,# of stigs,1
Dacia/Sandero Stepway III,# of stigs,1
Jetour/T1 i-DM,# of stigs,1
K5/K5,# of stigs,1
MG/ONE,# of stigs,1
Mercedes-Benz/CL-Class,# of stigs,1
Audi/RS 4,# of stigs,1
Mercedes-Benz/EQA,# of stigs,1
Porsche/Boxster,# of stigs,1
Toyota/Hyryder,# of stigs,1
Toyota/URBANCRUISE,# of stigs,1
Volkswagen/Polo Vivo,# of stigs,1
Ford/Ka,# of stigs,1
Mazda/CX-80,# of stigs,1
GMC/Seira,# of stigs,1
Acura/CL,# of stigs,1
Dodge/Neon,# of stigs,1
Polestar/Polestar 4,# of stigs,1
Fort Torres/Tourist,# of stigs,1
Maruti Suzuki/Baleno,# of stigs,1
Polaris/Axys,# of stigs,1
Seat/Leon 1.4,# of stigs,1
Volvo/S70,# of stigs,1
Hyundai/Grandeur,# of stigs,1
Mercedes /Actros,# of stigs,1
Dodge/Caliber,# of stigs,1
Nissan/Rogue Select,# of stigs,1
BMW/435 Cabriolet,# of stigs,1
Pontiac/Torrent,# of stigs,1
Rais/ToYoTa,# of stigs,1
Holden/Colorado,# of stigs,1
Audi/A6 avant e-tron,# of stigs,1
Audi/eTron 50,# of stigs,1
Mazda/MX-30,# of stigs,1
Mercury/Sable,# of stigs,1
Nissan/Y61,# of stigs,1
OPEL/Vectra,# of stigs,1
Proton/Suprima,# of stigs,1
GMC/Sierra 2500,# of stigs,1
BYD/Yuan Pro,# of stigs,1
Lamborghini/Urus,# of stigs,1
Toyota/T100,# of stigs,1
Pontiac/Firebird,# of stigs,1
COBRA INDUSTRIES/Jeep wrangler 2018,# of stigs,1
Geely/Tugella,# of stigs,1
Mercedes-Benz/cla,# of stigs,1
Scania/R-Series,# of stigs,1
INFINITI/QX55,# of stigs,1
Hyundai/acccint,# of stigs,1
Changan/Uni v sport,# of stigs,1
Volkswagen/golfcity,# of stigs,1
Dacia/Dokker,# of stigs,1
GMC/Hummer EV Pickup,# of stigs,1
MG/Mg3 hybrid+,# of stigs,1
Mercedes-Benz/AMG GLC 43 4MATIC COUPE,# of stigs,1
Nissan/PLATINUM,# of stigs,1
Toyota/Yaris hibrid,# of stigs,1
Toyota/Land crozr,# of stigs,1
Suzuki/V-Strom,# of stigs,1
Chevrolet/Sail,# of stigs,1
Chrysler/Crossfire,# of stigs,1
Skoda/Elroq,# of stigs,1
Dacia/Logan II,# of stigs,1
Mazda/323,# of stigs,1
FIAT/500C,# of stigs,1
Land Rover/Defenber,# of stigs,1
GMC/Safari,# of stigs,1
Chevrolet/Spin,# of stigs,1
Toyota/Cross Hybrid,# of stigs,1
BMW/2er Gran Coupe,# of stigs,1
Chevrolet/Scala,# of stigs,1
Coopop/Rugged GS,# of stigs,1
Mercedes/Citan,# of stigs,1
Toyota/Tundra Hybrid,# of stigs,1
Hyunday/Verna,# of stigs,1
Toyota/Avensis,# of stigs,1
Vauxhall-Opel/Combo,# of stigs,1
Chevrolet/Prisma,# of stigs,1
Suzuki/XL7,# of stigs,1
Ford Taurus/Ford,# of stigs,1
Lynk & Co/02,# of stigs,1
Nissan/y62,# of stigs,1
Toyota/Verso,# of stigs,1
Audi/Q6 Sportsback  e-tron,# of stigs,1
MINI/Cabrio,# of stigs,1
Cadillac/ELR,# of stigs,1
Jetour/Sqr6480f26ca,# of stigs,1
Toyota/Wigo,# of stigs,1
Land Rover/Velar,# of stigs,1
UNI-V/ELITE,# of stigs,1
Jettor/T1,# of stigs,1
MINI/John Cooper Works,# of stigs,1
OPEL/Mokka,# of stigs,1
BMW/M3 CS,# of stigs,1
Hyundai/Verna,# of stigs,1
Kia/sporttageephev,# of stigs,1
Mazda/Demio,# of stigs,1
Mercedes/Actros,# of stigs,1
Toyota/LC 250,# of stigs,1
Harley-Davidson/Street Glide,# of stigs,1
Mitsubishi/Colt,# of stigs,1
Citroen/C5X,# of stigs,1
Audi/A6 e-tron,# of stigs,1
Skoda/Superb,# of stigs,1
Volkswagen/Multivan,# of stigs,1
JETOUR/Dashng,# of stigs,1
DFSK/Aeolus huge,# of stigs,1
Cupra/terramar,# of stigs,1
Peugeot/407,# of stigs,1
Tata/Altroz,# of stigs,1
Chevrolet/Matiz,# of stigs,1
Ford/B-Max,# of stigs,1
Cadillac/XTS,# of stigs,1
Cadillac/XT6,# of stigs,1
Honda/NC700X,# of stigs,1
Mercedes-Benz/B 180,# of stigs,1
Volkswagen/Skoda,# of stigs,1
Ford/Turus,# of stigs,1
Citroen/C5 Aircross,# of stigs,1
FIAT/600,# of stigs,1
MG/7,# of stigs,1
Proton/Saga VVT,# of stigs,1
Mercedes-Benz/GT43,# of stigs,1
Hyundai/Excel,# of stigs,1
Kawasaki/Ninja,# of stigs,1
Suzuki/Balino,# of stigs,1
Chery/Tiggo 7 Pro Max,# of stigs,1
BMW/Z4 M,# of stigs,1
Dongfeng/Vigo,# of stigs,1
Mitsubishi/Xpander,# of stigs,1
Toyota/SAI,# of stigs,1
Toyota/landcruiserlandcruiserprado,# of stigs,1
Harley-Davidson/Electra Glide,# of stigs,1
Jaguar/S-Type,# of stigs,1
Toyota/4Runnerrunner,# of stigs,1
Nissan/Nissan patrol,# of stigs,1
Hyundai/Inster,# of stigs,1
OPEL/Insgnia,# of stigs,1
Hyundai/IONIQ 9,# of stigs,1
Chevrolet/Orlando,# of stigs,1
Hyundai/Ix25,# of stigs,1
Maruti Suzuki/S-Cross,# of stigs,1
Nissan/NT400,# of stigs,1
Geely/Starray,# of stigs,1
Seat/Cordoba,# of stigs,1
Ford/Galaxy,# of stigs,1
Mercedes-Benz/C 200 D,# of stigs,1
Toyota/Proace,# of stigs,1
Porsche/981,# of stigs,1
Volkswagen/ID.4 GTX,# of stigs,1
Volkswagen/T6.1 California,# of stigs,1
Volvo/S80,# of stigs,1
BYD/Denza,# of stigs,1
Ford/Toros,# of stigs,1
Nissan/Nissan Z,# of stigs,1
Kia/Ceed 2,# of stigs,1
Mercedes-Benz/SL-Class,# of stigs,1
Mercedes-Benz/EQB250+,# of stigs,1
OPEL/ZB RS Commodore,# of stigs,1
MG/5,# of stigs,1
Opel/Frontera,# of stigs,1
Bentley/Continental GT,# of stigs,1
MG/Hector,# of stigs,1
Ford Ranger/Raptor,# of stigs,1
Chevrolet/Nova,# of stigs,1
Alpine/A290,# of stigs,1
Mitsubishi/RVR,# of stigs,1
BMW/E46 touring,# of stigs,1
BYD/Qin,# of stigs,1
Kia/Bongo,# of stigs,1
Mercury/Milan,# of stigs,1
Nissan/Platinum City,# of stigs,1
Hyundai/HB20S,# of stigs,1
Mazda/626,# of stigs,1
Mercedes-Benz/Sprinter 315 CDI,# of stigs,1
GAC Aion/Y Plus,# of stigs,1
Nissan/Z,# of stigs,1
Volkswagen/California,# of stigs,1
Chevrolet/SS,# of stigs,1
ZEEKR/7X,# of stigs,1
Ford/E-transit Custom,# of stigs,1
Nissan/platinum,# of stigs,1
Mercedes-Benz/S-Class 560,# of stigs,1
Chery/Tiggo 1x,# of stigs,1
Geely/Geometry C,# of stigs,1
Subaru/Impreza Sport,# of stigs,1
Chevolet/Silverado,# of stigs,1
BMW/X3 30d,# of stigs,1
Holden/Rodeo,# of stigs,1
BMW/E Series,# of stigs,1
Mitsubishi/Eclipse,# of stigs,1
Peugeot/307,# of stigs,1
Hyundai/Ionic5,# of stigs,1
INTERNATIONAL/MV607,# of stigs,1
Mercedes-Benz/E Class coupe,# of stigs,1
Vauxhall/Insignia,# of stigs,1
Volkswagen/Tiguan Allspace black,# of stigs,1
ZEEKR/X,# of stigs,1
Changan/CS55,# of stigs,1
BMW/320d X-Drive G20,# of stigs,1
BMW/750xi,# of stigs,1
GWM/Haval Jolion,# of stigs,1
Ford/Explorer Sport Trac,# of stigs,1
Peugeot/306,# of stigs,1
MINI/Electric,# of stigs,1
GMC/Sierra K3500,# of stigs,1
Genesis/G90,# of stigs,1
BMW/3 Series xDrive,# of stigs,1
BMW/I4 M50,# of stigs,1
OPEL/Astra Sports Tourer,# of stigs,1
Hyundai/Kauai,# of stigs,1
Porsche/968,# of stigs,1
Toyota/Yares,# of stigs,1
Hongqi/E-HS9,# of stigs,1
Mazda/Mazdaspeed MX-5,# of stigs,1
Ford/Torus,# of stigs,1
SPREUER & SON/Spreuer & Son Inc.,# of stigs,1
Audi/e-tron GT,# of stigs,1
Lincoln/Mark VIII,# of stigs,1
UNITED MOTORS OF AMERICA/Genesis,# of stigs,1
Suzuki/Fronx,# of stigs,1
Ford/Thunderbird,# of stigs,1
MG/Hector Plus,# of stigs,1
Dongfeng/Aeolus,# of stigs,1
Tesla/Cybertruck,# of stigs,1
BMW/525xi,# of stigs,1
Peugeot/PARTENAIRE,# of stigs,1
Dacia/Duster 3,# of stigs,1
Honda/Shuttle,# of stigs,1
Acura/CSX,# of stigs,1
Lexus/RX 400h,# of stigs,1
Renualt/Megane,# of stigs,1
Toyota/Frontlander,# of stigs,1
Great Wall/Joulin,# of stigs,1
Ford/Tourneo Connect,# of stigs,1
Volkswagen/T6.1 California Ocean,# of stigs,1
MG/hector,# of stigs,1
Chevrolet/Onix,# of stigs,1
Dacia/Lodgy,# of stigs,1
FREIGHTLINER/Cascadia,# of stigs,1
Ram/ProMaster Window Van,# of stigs,1
Holden/Cruze Equipe,# of stigs,1
OPEL/NEW CORSA,# of stigs,1
/2021,# of stigs,1
Chevrolet/Express,# of stigs,1
Honda/passportt,# of stigs,1
BYD/Seal U DMI,# of stigs,1
Volkswagen/Golf 1.5 eTsi,# of stigs,1
Ford/Falcon,# of stigs,1
Vauxhall-Opel/Zafira B,# of stigs,1
Geely/EX5,# of stigs,1
DR/5.0,# of stigs,1
BMW/730 li,# of stigs,1
Ford/E-Transit Custom,# of stigs,1
Hyundai/Staria,# of stigs,1
Honda/Passport Trailsport Elite,# of stigs,1
Toyota/Sedan,# of stigs,1
Jeep/Wrangler JKU,# of stigs,1
MINI/Cooper s Cabriolet,# of stigs,1
INFINITI/G37 Coupe,# of stigs,1
Mercedes-Benz/EQV,# of stigs,1
Peugeot/Rifter,# of stigs,1
Hyundai/verna,# of stigs,1
Ford/Fusion (Europe),# of stigs,1
Cadillac/Catera,# of stigs,1
Seat/Atecq,# of stigs,1
ROX/Sticon,# of stigs,1
Opel/Crossland,# of stigs,1
BMW/520 d xdrive,# of stigs,1
BMW/F30,# of stigs,1
Buick/Lucerne,# of stigs,1
Ford/Mustang GT,# of stigs,1
VW/Polo,# of stigs,1
McLaren/570GT,# of stigs,1
BMW/520d touring,# of stigs,1
Renault/Duster,# of stigs,1
Suzuki/Ciaz,# of stigs,1
MERCEDES-AMG/E53 4MATIC+ EQ BOOST,# of stigs,1
INFINITI/FX35,# of stigs,1
Peugeot/E-308,# of stigs,1
Toyota/Corala,# of stigs,1
Toyota/bZ,# of stigs,1
Dongfeng/A60 Max,# of stigs,1
Toyota/Hiace,# of stigs,1
Yamaha/NMAX,# of stigs,1
Hyundai/Aura,# of stigs,1
Cadillac/CT6,# of stigs,1
Hyundai/Ionic 5,# of stigs,1
Lexus/LS 600h L,# of stigs,1
Kia/Morning,# of stigs,1
Mercedes-Benz/glce,# of stigs,1
Renault/Megane E-TECH,# of stigs,1
BYD/Denza b5,# of stigs,1
Suzuki/Dzire,# of stigs,1
Dodge/Ram 2500,# of stigs,1
Chevrolet/Milebo,# of stigs,1
Mercedes-Benz/C300e,# of stigs,1
Mitsubishi/Pajero Pinin,# of stigs,1
Proton/e.Mas7,# of stigs,1
Mercedes-Benz/C 180,# of stigs,1
Volkswagen/Golf SportWagen,# of stigs,1
Peugeot/RCZ,# of stigs,1
Renault/Captur Gpl 1.0 TCE,# of stigs,1
Volkswagen/Gol,# of stigs,1
Volkswagen/Vento,# of stigs,1
Volvo/C70,# of stigs,1
Geely/Atlas,# of stigs,1
HARLEY-DAVIDSON/Street Glide Special,# of stigs,1
Shery/Arrizo8,# of stigs,1
Hyundai/Hb20,# of stigs,1
Chery/Tiggo 8 pro max,# of stigs,1
Daihatsu/Hijet Truck,# of stigs,1
MG/RX9,# of stigs,1
BYD/Song Plus EV,# of stigs,1
Ford/Excursion,# of stigs,1
Ford/Transit Custom Westfalia,# of stigs,1
Hundiy/Sonata,# of stigs,1
BMW/ActiveHybrid X6,# of stigs,1
Dongfeng/A60,# of stigs,1
Land Rover/LR4,# of stigs,1
Skoda/Fabia,# of stigs,1
Suzuki/Alto,# of stigs,1
Mazda/CX-7,# of stigs,1
Chery/Arrizo 6,# of stigs,1
GAC/GS5,# of stigs,1
MG/6,# of stigs,1
Audi/SQ6,# of stigs,1
Skoda 85/Elroq,# of stigs,1
Cadillac/Seville,# of stigs,1
Ferrari/812,# of stigs,1
Test/Gateway,# of stigs,1
Changan/Nevo Q05,# of stigs,1
Ford/Turos,# of stigs,1
Chevrolet/Caprice Police Vehicle,# of stigs,1
MG/e.g. MG5,# of stigs,1
Chevrolet/Chevy Van,# of stigs,1
Haval/H6 HEV,# of stigs,1
BMW/320xd,# of stigs,1
Aixam/eCrossover Premium,# of stigs,1
Cadillac/CTS-V,# of stigs,1
BMW/M2 Competition,# of stigs,1
Vauxhall-Opel/Karl,# of stigs,1
Honda/Brio,# of stigs,1
Subaru/Levorg,# of stigs,1
Kia/sporttagee,# of stigs,1
Jetour/Traveler 2,# of stigs,1
Hyundai/avante,# of stigs,1
Honda/Crosstour,# of stigs,1
Honda/Vanmos,# of stigs,1
Dodge/Charger Daytona,# of stigs,1
Ferrari/488,# of stigs,1
Chevorlet/selvarado,# of stigs,1
Mercedes-Benz/SLK 250,# of stigs,1
FIAT/Punto Classic,# of stigs,1
Volkswagen/Caddy 5th,# of stigs,1
Honda/Civic 1.7 Lx,# of stigs,1
Honda/Honda City,# of stigs,1
Renault/R5 E-tech,# of stigs,1
Buick/Regal Sportback,# of stigs,1
BMW/3 Series 346 L,# of stigs,1
Toyota/2025,# of stigs,1
Kia/Soluto,# of stigs,1
Volkswagen/Beetle Convertible,# of stigs,1
BMW/550,# of stigs,1
Audi/q550tfsie,# of stigs,1
BMW/ALPINA XB7,# of stigs,1
Mercedes-Benz/Cla 45,# of stigs,1
FIAT/Qubo,# of stigs,1
Kia/Soney,# of stigs,1
Chrysler/Sebring,# of stigs,1
Skoda/Kodiaq,# of stigs,1
Volkswagen/ID7 Tourer,# of stigs,1
ZERO MOTORCYCLES/S,# of stigs,1
Isuzu/Mu-x,# of stigs,1
Peugeot/Partner,# of stigs,1
Honda/GOLDWING,# of stigs,1
BYD/DM-i,# of stigs,1
Jetor/T2,# of stigs,1
Lincoln/Navigator,# of stigs,1
Maserati/Quattroporte,# of stigs,1
Chrysler/Voyager,# of stigs,1
Mazda/BT50,# of stigs,1
Volkswagen/Lupo,# of stigs,1
BYD/Seagull,# of stigs,1
Toyota/Belta,# of stigs,1
MG/MG GT,# of stigs,1
Volkswagen/New Beetle,# of stigs,1
Geely/Azkarra,# of stigs,1
CHERY/AREZZO8,# of stigs,1
Lynk & Co/03,# of stigs,1
Nissan/Tiida,# of stigs,1
Ford/Mac e,# of stigs,1
Land Rover/Discovery 4,# of stigs,1
Seat/Mii electric,# of stigs,1
Audi/SQ5 TDI,# of stigs,1
Honda/Vezel,# of stigs,1
Mitshubishi/ASX,# of stigs,1
BYD/Seal 5,# of stigs,1
Ford/Ranger Wildtrak,# of stigs,1
DS/DS 4,# of stigs,1
Kia/K900,# of stigs,1
Lancia/Delta,# of stigs,1
Renault/Symbioz,# of stigs,1
Toyota/Vitz,# of stigs,1
Renault/Fluence,# of stigs,1
Mercedes-Benz/GLK 250,# of stigs,1
Peugeot/508 SW,# of stigs,1
Hyundai/I30 pd,# of stigs,1
Mercedes-Benz/A250e,# of stigs,1
Renault/5 E Tech,# of stigs,1
Vauxhall-Opel/Agila,# of stigs,1
JAECOO/J7,# of stigs,1
Mitzabishi/Outlander,# of stigs,1
Kya k5/2025,# of stigs,1
Pontiac/Grand Safari,# of stigs,1
GAC/MZOOM .S3,# of stigs,1
Kia/Niro phev,# of stigs,1
Lexus/LC,# of stigs,1
Mercedes-Benz/A180d,# of stigs,1
Mercedes-Benz/CLS 350,# of stigs,1
Seat cupra/Leon,# of stigs,1
Suzuki/Ignis,# of stigs,1
Mercedes-Benz/GL-Class,# of stigs,1
Toyotq/4runner,# of stigs,1
Volkswagen/T6,# of stigs,1
Volkswagen/Tayron,# of stigs,1
FIAT/500s,# of stigs,1
Hyundai/I30 PD,# of stigs,1
Nissan/Qashqai +2,# of stigs,1
Ford/Ranger XLS,# of stigs,1
Chevrolet/Montana,# of stigs,1
MARAUDER TRAVELERS INCORPORATED/Mazda cx-5,# of stigs,1
McLaren/Artura,# of stigs,1
Chevrolet/Cavalier,# of stigs,1
Hummer/H3,# of stigs,1
G/2021,# of stigs,1
Nissan/300ZX,# of stigs,1
Omoda/5,# of stigs,1
Ford/E-Series,# of stigs,1
Mercedes-Benz/GLE 400,# of stigs,1
Volkswagen/T6 Transporter,# of stigs,1
Honda/tracker,# of stigs,1
Mazda/6 GJ,# of stigs,1
Tata/Tiago,# of stigs,1
Citroen/C4,# of stigs,1
Hyptec/GT,# of stigs,1
Chery/Arrizo 6 Pro,# of stigs,1
HUMMER/H2,# of stigs,1
Mercedes-Benz/350-Class,# of stigs,1
Avatr/12,# of stigs,1
Seres/5,# of stigs,1
Toyota/Toyota,# of stigs,1
Vauxhall-Opel/Vectra,# of stigs,1
Volkswagen/Touareg 2,# of stigs,1
Zeekr/001,# of stigs,1
International/Travelall,# of stigs,1
Chevroleth/Impala,# of stigs,1
BMW/3 Series E90,# of stigs,1
BMW/435i,# of stigs,1
MG/Marvel,# of stigs,1
Volkswagen/Passat B9,# of stigs,1
Dodge/Stratus,# of stigs,1
Hyundai/i30 N Performance,# of stigs,1
Chevy/Impala LTZ,# of stigs,1
VinFast/VF8 Plus,# of stigs,1
Ligier/Myli,# of stigs,1
MG/One,# of stigs,1
Hyundri/Elantra,# of stigs,1
Toyota/Land Crusier,# of stigs,1
Vauxhall/Astra,# of stigs,1
Changan/CS35 Plus,# of stigs,1
MG/MG one,# of stigs,1
Nissan/Y63,# of stigs,1
Pegeot /308,# of stigs,1
Kia/K9,# of stigs,1
MG/MGB,# of stigs,1
Volkswagen/Golf Plus,# of stigs,1
Ford/F-max,# of stigs,1
MG/ZS Hybrid+,# of stigs,1
Chevrolet/C5,# of stigs,1
FAW/B70,# of stigs,1
FIAT/Punto evo,# of stigs,1
BMW/4,# of stigs,1
Eagle/Mitsubishi,# of stigs,1
Honda/Zr-v,# of stigs,1
Vw/T-roc,# of stigs,1
Ford/Independence,# of stigs,1
Toyota/Prius Prime (PHEV),# of stigs,1
BMW/R 1200 GS,# of stigs,1
Chevrolet/Cruze Limited,# of stigs,1
Dacia/Bigster,# of stigs,1
MINI/cooperclubmansd,# of stigs,1
Porsche/Panamera 4,# of stigs,1
Skoda/Enyaq,# of stigs,1
Toyota/Corolla HB/TS,# of stigs,1
BMW/84088888,# of stigs,1
Mistubishi/ASX,# of stigs,1
Peugeot/3008 GT MHEV AUTO,# of stigs,1
/Ford,# of stigs,1
Buick/Century,# of stigs,1
Hyundai/Tousane,# of stigs,1
Chery/Tiggo 4,# of stigs,1
Haval/F7,# of stigs,1
Subaru/Baja,# of stigs,1
Ford/E-350,# of stigs,1
Mitsubishi/Space Star,# of stigs,1
Ford/Turs,# of stigs,1
Jeep/Weangler tj,# of stigs,1
Saturn/VUE,# of stigs,1
Mazda/CX60,# of stigs,1
Mercedes-Benz/V300d,# of stigs,1
Mercedes-Benz/E63S,# of stigs,1
Honda/WR-V,# of stigs,1
BMW/Serie 2 Active tourer,# of stigs,1
Toyota/Wish,# of stigs,1
Kil/Kil,# of stigs,1
Jaguar/XKR,# of stigs,1
ZEEKR/Preface,# of stigs,1
smart/forfour,# of stigs,1
Chevrolet/Impala Limited,# of stigs,1
Mercedes/C350e,# of stigs,1
Cfmoto/Cforce,# of stigs,1
BYD/K11M,# of stigs,1
FIAT/Sedici,# of stigs,1
GAC Aion/Y,# of stigs,1
Peugeot/E 208,# of stigs,1
BMW/1,# of stigs,1
smart/#3,# of stigs,1
BMW/325Ci,# of stigs,1
Toyota/Picnic,# of stigs,1
Toyota/86,# of stigs,1
Wuling/Cloud EV,# of stigs,1
Mercedes-Benz/V-Class,# of stigs,1
Lexus/LBX,# of stigs,1
Toyota/Mirai,# of stigs,1
Koria/Sornto,# of stigs,1
Kia/Sportage L,# of stigs,1
Volvo/945,# of stigs,1
Daihatsu/Hijet,# of stigs,1
Hyundai/Ioniq 9,# of stigs,1
GWM/Ute,# of stigs,1
Mercedes-Benz/GLE-Class Coupe,# of stigs,1
Mitsubishi/Eclipse Spyder,# of stigs,1
Hyundai/Sonata Hybrid,# of stigs,1
Land Rover/discoverysportt,# of stigs,1
Porsche/987.1,# of stigs,1
Peugeot/E208,# of stigs,1
BMW/X6 M,# of stigs,1
Nissan/Livina,# of stigs,1
Ford/E-Series Wagon,# of stigs,1
Aston Martin/Vanquish,# of stigs,1
Ford/Figo,# of stigs,1
Honda/Prelude,# of stigs,1
FIAT/595,# of stigs,1
Mercedes-Benz/E63s AMG,# of stigs,1
Mercedes-Benz/Viano,# of stigs,1
Mercedes-Benz/SLC-Class,# of stigs,1
Lexus/RX 350L,# of stigs,1
Omoda/C5,# of stigs,1
Toyota/RAV4 HY,# of stigs,1
Volkswagen/Bora,# of stigs,1
Mazda/Tribute,# of stigs,1
Mitsubishi/Lancer Evolution,# of stigs,1
Vauxhall-Opel/Antara,# of stigs,1
Mercedes-Benz/GLA 200,# of stigs,1
Nissan/NP300,# of stigs,1
Opel/Mokka,# of stigs,1
/elantra,# of stigs,1
Kia/EV5,# of stigs,1
Dodge/Rampage,# of stigs,1
Perodua/Alza,# of stigs,1
Proton/x70,# of stigs,1
GMC/Sierra EV,# of stigs,1
Genesis/Electrified G80,# of stigs,1
Peugeot/106,# of stigs,1
Elntra/2026,# of stigs,1
Ford/broncosportt,# of stigs,1
Citroen/C3 Aircross,# of stigs,1
Ford/Fiesta ST,# of stigs,1
Honda/Acoord,# of stigs,1
Volvo/850,# of stigs,1
Suzuki/Spacia,# of stigs,1
/Camry Hybrid,# of stigs,1
BMW/M135i F40,# of stigs,1
Hyundai/Alcazar,# of stigs,1
Nissan/Titan XD,# of stigs,1
VinFast/VF8,# of stigs,1
Chery/Tigo,# of stigs,1
Mercedes-Benz/E class coupe,# of stigs,1
FIAT/Grande Punto,# of stigs,1
Great Wall Motor/HAVAL JOLION,# of stigs,1
Toyota/iQ,# of stigs,1
BMW/R1250GS,# of stigs,1
OPEL/Zafira B,# of stigs,1
Ford/Tores,# of stigs,1
MG Rover/RX9,# of stigs,1
Lexus/NX 450h+,# of stigs,1
Ford/Next-Gen Territory,# of stigs,1
BYD/Leopard 5,# of stigs,1
Porsche/Macan S,# of stigs,1
BMW/2 series Gran coupe 220i,# of stigs,1
Alpine/a110s,# of stigs,1
Toyota/Corolla SEG HEV,# of stigs,1
Nissan/NV Passenger,# of stigs,1
Changan/CS55 PLUS,# of stigs,1
